claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,property_type,incident_cause,location_risk_score,security_system_present,asset_value,total_claim_amount,fraud
523,59,56,TX,250/500,2000,1702.2060704629348,0,FEMALE,High School,Craft-repair,Movies,wife,62305.018781509956,30862.204422467366,B,A,B,A,B,64090.396325063804,0
524,389,54,IL,500/1000,500,999.8130881421107,0,MALE,College,Prof-specialty,Exercise,wife,83284.70248239422,51415.949376719305,A,B,C,B,B,60376.009142202674,0
525,60,63,CA,250/500,2000,1102.6200358034598,0,FEMALE,PhD,Exec-managerial,Exercise,unmarried,69342.16402191062,17439.334731550072,A,B,A,C,C,80749.82135380327,0
526,320,28,NY,250/500,500,1012.7183324636388,5000000,FEMALE,College,Exec-managerial,Movies,own-child,48576.17509483816,94403.19735765088,B,A,B,B,A,77591.94119678048,0
527,354,45,IL,250/500,500,1649.7750117502128,5000000,FEMALE,PhD,Prof-specialty,Exercise,unmarried,12218.937326226498,82881.71404383655,A,B,C,A,C,21966.519265581974,0
528,382,28,FL,500/1000,2000,1713.6571796355922,1000000,MALE,College,Prof-specialty,Camping,unmarried,49666.54598500141,13942.518665731452,A,B,C,A,C,34721.737280433554,0
529,40,70,NY,250/500,1000,873.951905530253,5000000,FEMALE,High School,Craft-repair,Movies,unmarried,18194.443612741652,67087.0145337941,C,A,B,C,A,56785.9867622053,1
530,352,49,TX,250/500,2000,1359.1828505441083,0,FEMALE,College,Adm-clerical,Chess,not-in-family,49185.299989322906,41018.51504208749,B,A,A,C,A,86344.32180970682,1
531,281,51,IL,250/500,2000,688.9510208100431,1000000,FEMALE,JD,Exec-managerial,Exercise,own-child,2194.8640020622024,31149.486798184946,B,A,B,C,C,52758.284027741225,0
532,472,74,TX,100/300,2000,519.7445567159713,0,MALE,PhD,Machine-op-inspct,Camping,not-in-family,35249.448611518885,29096.39232660336,B,B,B,A,C,69189.07893046943,0
533,268,58,NY,250/500,1000,1415.1109393504457,1000000,FEMALE,PhD,Prof-specialty,Reading,unmarried,5529.568546385244,66266.78515906398,C,A,A,A,B,38869.826289334844,1
534,80,18,CA,250/500,2000,1760.30393727274,0,FEMALE,College,Prof-specialty,Movies,not-in-family,14562.14347918019,90355.70567701176,B,A,C,B,A,10184.147649903083,0
535,399,32,FL,500/1000,2000,1859.8297829296803,1000000,FEMALE,High School,Exec-managerial,Reading,not-in-family,69490.43871823896,83628.20321283609,B,A,B,C,B,44486.71033994442,1
536,126,41,IL,100/300,2000,1430.5419861637483,0,MALE,High School,Prof-specialty,Chess,husband,97630.85085560684,34896.57684566015,B,B,B,A,A,16380.164271460277,0
537,299,57,NY,250/500,2000,1713.03712178872,5000000,FEMALE,Masters,Prof-specialty,Reading,wife,56472.94253851908,70774.18281172779,A,A,B,C,C,36154.79144073614,1
538,157,74,NY,500/1000,2000,1106.35786910254,0,FEMALE,College,Adm-clerical,Exercise,unmarried,16949.918233864246,52738.603581034105,C,B,B,C,A,30651.6907650076,0
539,129,19,IL,100/300,1000,1813.0059014731082,0,FEMALE,Masters,Craft-repair,Exercise,other-relative,37645.46933416307,44036.75697252014,A,A,C,B,C,24911.375518675937,0
540,323,23,IL,250/500,2000,1662.0763721401559,1000000,FEMALE,High School,Craft-repair,Exercise,own-child,23435.651437428118,29672.61786494191,B,B,C,B,A,68715.3312998451,0
541,204,19,TX,250/500,2000,962.7918568360683,0,FEMALE,Masters,Prof-specialty,Exercise,wife,4784.02264531227,8122.60401436845,C,C,A,C,A,20486.335440802046,1
542,37,34,IL,250/500,500,1395.8250255417884,0,MALE,PhD,Machine-op-inspct,Movies,unmarried,91306.65721693069,19242.809871228194,A,C,C,B,A,67869.27684994332,0
543,464,24,IL,100/300,2000,576.8880000305902,0,MALE,PhD,Prof-specialty,Camping,own-child,54215.235145881736,56640.618784467966,C,B,B,A,C,4362.539471896935,0
544,150,20,NY,100/300,500,719.8806947316402,0,FEMALE,JD,Machine-op-inspct,Exercise,not-in-family,14887.855761017843,72865.62144564046,B,C,C,C,A,67595.91052593268,0
545,28,41,TX,500/1000,2000,1919.9790701887223,0,MALE,PhD,Machine-op-inspct,Chess,own-child,74572.24896180382,3676.931212425638,C,B,A,A,B,4731.90165038198,0
546,495,68,TX,250/500,2000,514.6313197314582,1000000,MALE,JD,Machine-op-inspct,Chess,other-relative,17128.54092403442,37916.59526235519,B,A,B,A,A,18212.53023603185,0
547,56,29,FL,250/500,2000,804.8518373322759,0,MALE,High School,Machine-op-inspct,Exercise,own-child,20652.241368157655,16580.355689665048,C,C,C,A,B,50568.177757626174,0
548,312,35,FL,100/300,500,708.2127626243318,1000000,MALE,JD,Exec-managerial,Camping,wife,60155.01165413094,60212.100067746585,B,C,A,A,C,98796.57303019552,0
549,200,73,FL,250/500,1000,1548.152991570396,0,MALE,College,Prof-specialty,Chess,own-child,42645.85424838997,86465.62705978018,B,C,C,B,C,63970.76568807661,0
550,270,25,FL,250/500,1000,658.5415490865327,0,MALE,College,Exec-managerial,Movies,unmarried,89472.68948378172,92969.71901431105,C,B,B,C,A,840.6466043909022,0
551,321,61,TX,100/300,1000,530.1934978228653,0,MALE,PhD,Machine-op-inspct,Camping,husband,59670.92201099675,88521.91246955088,A,A,A,C,A,77699.63280042763,0
552,220,43,NY,500/1000,2000,1895.7339298796887,5000000,FEMALE,JD,Adm-clerical,Camping,own-child,18244.671832437652,87236.05245975005,B,B,C,C,B,34389.28749375984,0
553,353,18,FL,250/500,1000,1809.1391191083956,0,MALE,College,Craft-repair,Camping,wife,47470.6065746305,60093.268895825044,B,B,B,B,A,99214.02742472685,0
554,336,18,FL,500/1000,1000,1037.6731598006472,0,MALE,JD,Prof-specialty,Chess,unmarried,72673.3009815298,24297.145771862994,B,B,A,B,A,60834.902257459624,1
555,77,59,TX,500/1000,500,650.7858425813903,0,MALE,High School,Prof-specialty,Movies,not-in-family,60011.105394709775,74695.54663337671,A,C,B,A,B,92572.577864145,0
556,206,20,CA,100/300,1000,1517.303239193854,1000000,FEMALE,Masters,Exec-managerial,Exercise,own-child,32120.3080968805,72450.75272058074,B,B,B,A,A,5364.326437274137,0
557,89,59,NY,100/300,2000,1824.674079633129,2000000,FEMALE,College,Machine-op-inspct,Chess,own-child,38643.59035985034,16665.29016764233,A,B,B,C,B,37224.55287935464,1
558,225,21,NY,100/300,2000,1961.9777798539253,2000000,MALE,JD,Machine-op-inspct,Camping,unmarried,66562.28207282523,19482.88674308848,B,A,B,B,C,29097.444079891233,0
559,450,41,NY,100/300,2000,695.1858988593008,2000000,MALE,College,Exec-managerial,Camping,own-child,51899.42628711835,10933.710514400196,C,A,A,A,A,37771.15306885577,0
560,401,29,CA,100/300,500,1400.3160234245577,0,MALE,College,Prof-specialty,Camping,unmarried,7375.5487150027775,49868.55400390968,C,B,B,B,B,30820.655577736394,1
561,484,31,FL,500/1000,2000,1145.8265413874585,0,MALE,High School,Exec-managerial,Camping,other-relative,54866.925955834544,32156.270607161863,B,C,C,B,C,28180.25486432061,0
562,483,57,FL,500/1000,500,735.1255297935669,0,FEMALE,College,Craft-repair,Chess,not-in-family,45478.38169216096,90012.20328995334,B,C,B,A,B,48382.693015873534,0
563,316,41,NY,500/1000,2000,1711.8436934364288,1000000,FEMALE,Masters,Prof-specialty,Reading,husband,81493.09123445417,3665.072693050131,C,B,C,A,A,78158.86120708773,0
564,294,47,CA,100/300,2000,1673.2863008113045,0,MALE,College,Machine-op-inspct,Reading,own-child,11233.557996386267,32408.28650312586,A,B,C,C,B,64837.47932942171,0
565,262,56,CA,100/300,500,1946.972643006973,0,FEMALE,High School,Adm-clerical,Chess,other-relative,103.85890625668193,87602.11031530828,A,C,C,A,C,37277.54012451316,1
566,86,50,TX,250/500,1000,628.3007315615866,0,MALE,PhD,Adm-clerical,Reading,unmarried,82076.3206912144,99899.43667339596,B,A,B,C,A,59160.79048037859,0
567,100,66,TX,250/500,500,858.3125416081318,2000000,MALE,High School,Prof-specialty,Chess,husband,21122.786478808197,72301.79968855919,A,A,B,A,A,90742.28226021808,0
568,379,38,FL,500/1000,500,1741.36331762053,0,FEMALE,High School,Prof-specialty,Chess,own-child,3151.886584308594,90066.7652392087,A,B,C,A,A,27237.404555771012,0
569,281,32,FL,500/1000,2000,1093.1398332587457,0,MALE,JD,Machine-op-inspct,Chess,not-in-family,22101.269685850966,1612.417873633043,B,A,B,C,C,50303.957936843755,0
570,115,64,FL,100/300,500,1213.9017143056349,0,MALE,JD,Adm-clerical,Camping,other-relative,88601.16342879855,77174.74446993598,B,C,C,A,A,91207.90864568015,0
571,334,49,NY,250/500,500,1417.2878324210285,0,FEMALE,PhD,Exec-managerial,Exercise,unmarried,17115.878356124347,46162.573650906634,A,A,B,A,C,73240.27006151737,1
572,407,54,NY,500/1000,2000,1112.6816240883163,1000000,MALE,Masters,Exec-managerial,Reading,own-child,31998.69447043202,69043.30644351509,C,B,B,C,C,17886.91549481952,0
573,211,70,TX,100/300,2000,553.0957093016945,1000000,MALE,College,Exec-managerial,Chess,other-relative,61058.93894531941,42996.01542785221,A,A,A,A,B,79442.69675887021,0
574,420,48,FL,250/500,1000,1405.9773829795683,0,FEMALE,High School,Exec-managerial,Movies,husband,17945.71632027553,56930.95210962313,C,A,C,C,C,80324.89917963136,0
575,215,18,FL,250/500,500,843.3086840345766,2000000,MALE,PhD,Adm-clerical,Camping,husband,64514.754389258065,25999.90058463403,A,A,A,A,B,74716.98516143452,0
576,461,68,TX,250/500,1000,1953.3065686806453,0,FEMALE,Masters,Adm-clerical,Movies,not-in-family,70667.25249987215,57409.535265387065,C,C,B,C,A,59782.4255528908,0
577,351,50,NY,500/1000,1000,1535.4884683631662,0,MALE,College,Machine-op-inspct,Reading,not-in-family,23104.76628429139,29081.666101207848,B,A,A,C,B,12241.229075000436,0
578,226,51,NY,500/1000,1000,1760.9812416258758,0,MALE,JD,Prof-specialty,Reading,other-relative,9623.478597100087,28025.060847157634,A,A,A,B,C,47188.806235868826,0
579,278,60,TX,250/500,2000,1931.6021314314612,0,FEMALE,PhD,Adm-clerical,Movies,husband,40196.907143369186,32711.480232960123,B,C,B,C,B,9124.251856461196,1
580,416,61,CA,100/300,500,594.9893820234104,5000000,MALE,High School,Adm-clerical,Chess,husband,69862.35790298662,20076.563775141974,C,A,A,B,A,52131.0957618287,0
581,385,28,IL,500/1000,1000,723.0387626450042,0,MALE,PhD,Prof-specialty,Movies,other-relative,81350.93773829806,22275.160582299035,B,B,C,B,B,40811.79976254915,0
582,251,57,IL,100/300,2000,1712.0349988213484,0,MALE,College,Craft-repair,Chess,unmarried,3667.8705331732676,93152.45008627861,B,A,C,A,A,1088.2109184922901,0
583,204,69,TX,100/300,2000,1827.1876393072823,0,FEMALE,High School,Exec-managerial,Camping,wife,53657.19065970387,45445.47113611151,C,A,B,B,C,77882.22430806329,0
584,157,53,CA,250/500,500,507.3181061195142,0,FEMALE,High School,Adm-clerical,Chess,own-child,25735.63728586611,61414.1396754362,C,B,B,C,A,65251.05462043395,0
585,444,70,TX,250/500,1000,1917.8370725475538,0,MALE,Masters,Adm-clerical,Movies,husband,41608.119734943175,57176.86021591944,A,B,B,C,B,24457.132837844616,0
586,481,51,FL,100/300,2000,1181.5675132443912,0,MALE,High School,Exec-managerial,Exercise,unmarried,52875.441763382856,26540.632850661506,C,A,A,A,B,64382.96051035753,0
587,74,26,CA,100/300,1000,1193.9400396868023,0,FEMALE,College,Adm-clerical,Camping,unmarried,73524.97464037531,17.851487062858773,C,C,C,A,B,54640.68631314801,0
588,484,48,FL,250/500,500,1818.1139035781175,0,FEMALE,College,Prof-specialty,Camping,not-in-family,3980.153728229796,10432.960563155113,C,B,A,B,C,51057.67229822003,1
589,395,46,TX,500/1000,1000,934.2991899858976,0,FEMALE,College,Adm-clerical,Movies,wife,17037.457718554484,83078.31362097128,C,B,B,C,B,37953.42823079294,0
590,81,30,NY,500/1000,2000,1375.236648054609,0,FEMALE,High School,Machine-op-inspct,Exercise,other-relative,61634.84178271217,10935.3862220804,B,A,C,A,C,4822.491270117737,1
591,467,27,FL,500/1000,1000,1001.2840831179938,0,MALE,JD,Adm-clerical,Exercise,husband,44085.807070561976,20676.49175445311,B,C,B,B,C,98623.99274841974,0
592,304,26,NY,250/500,2000,670.3317895871537,0,MALE,PhD,Exec-managerial,Reading,own-child,20988.324095129363,91282.45947834414,C,B,A,A,B,51224.45623241819,0
593,332,62,NY,250/500,1000,1037.8678672619724,0,FEMALE,College,Prof-specialty,Exercise,husband,6498.361208284476,80781.60523102335,B,C,B,B,C,5947.434490903395,0
594,389,20,TX,250/500,500,759.5487221205069,5000000,MALE,Masters,Adm-clerical,Reading,own-child,91478.4416615289,5327.444032739859,A,B,A,A,A,5542.752799360942,1
595,265,66,TX,250/500,500,1281.4691815928663,2000000,FEMALE,Masters,Craft-repair,Chess,own-child,36290.93227173534,64345.40304727263,B,B,C,A,A,77071.52920852887,0
596,444,35,IL,250/500,2000,1294.6912738723843,1000000,MALE,High School,Prof-specialty,Chess,wife,41055.613606599894,51568.25580113318,C,A,A,C,C,34800.40799519948,0
597,480,44,FL,100/300,500,1155.9608864446443,0,MALE,High School,Prof-specialty,Chess,not-in-family,4911.238830568554,36490.63117143045,C,A,C,A,A,43169.102885323584,0
598,433,49,NY,100/300,500,760.7200566385059,1000000,FEMALE,Masters,Craft-repair,Reading,own-child,73857.92497619224,49759.084881795134,B,C,C,B,A,61719.52944095887,0
599,446,25,FL,250/500,1000,678.0982890131032,0,FEMALE,High School,Adm-clerical,Exercise,other-relative,99217.28276625635,15105.295939777496,A,A,C,A,A,708.3870778502073,0
600,3,73,FL,250/500,1000,656.9269942104506,5000000,MALE,Masters,Machine-op-inspct,Movies,own-child,97830.1037994031,95477.54800394784,A,B,A,B,B,51834.178609843875,0
601,387,30,TX,250/500,1000,668.247130217818,0,MALE,PhD,Exec-managerial,Camping,unmarried,31120.841778223985,17149.38623874719,C,A,A,C,A,69433.52082691979,0
602,360,35,FL,100/300,1000,942.3173865552561,0,FEMALE,JD,Prof-specialty,Exercise,unmarried,96114.35029883924,18609.287658458383,A,A,A,A,A,39578.66869694896,1
603,164,43,IL,100/300,1000,502.79661886028384,0,FEMALE,College,Machine-op-inspct,Reading,not-in-family,40765.61492253604,36884.373259089654,C,C,C,A,A,16646.51231791623,1
604,233,33,CA,500/1000,500,593.3844684896459,0,MALE,PhD,Exec-managerial,Movies,husband,38724.32117841104,21259.17053822568,C,C,A,A,A,85272.48636960414,0
605,203,38,NY,100/300,500,1205.6665807011868,0,FEMALE,High School,Exec-managerial,Reading,own-child,83165.00070131927,31284.964199661747,A,A,B,B,A,40031.289765279726,1
606,371,63,CA,500/1000,2000,774.0360124550712,1000000,MALE,PhD,Adm-clerical,Reading,wife,79179.55555495164,3985.053331711297,C,C,C,B,C,99645.14244044907,0
607,452,42,CA,500/1000,1000,895.0684196802674,0,MALE,JD,Machine-op-inspct,Camping,own-child,47489.47851626786,61427.549373388305,B,B,B,B,C,53786.39119867641,0
608,438,62,NY,250/500,2000,1029.9838385420871,0,FEMALE,Masters,Prof-specialty,Movies,own-child,44742.39751613201,24112.13227875816,B,C,A,C,B,13077.77536124766,1
609,216,21,CA,250/500,1000,559.4771222335945,0,MALE,Masters,Prof-specialty,Chess,own-child,96844.78436485647,97097.74152215284,B,B,A,C,A,8422.561194697773,0
610,216,50,FL,500/1000,1000,830.0325551606868,0,FEMALE,Masters,Adm-clerical,Exercise,wife,40851.616028452176,11420.571842218342,B,A,A,C,B,21224.35210466579,0
611,32,47,TX,250/500,500,1665.0312876579203,0,MALE,High School,Prof-specialty,Chess,husband,86172.06705551117,7732.878857068803,B,A,B,C,A,89545.24831980868,0
612,307,48,IL,500/1000,1000,1011.3454414980172,0,FEMALE,JD,Exec-managerial,Reading,not-in-family,74644.61041589484,17421.45967410155,B,C,A,A,A,49467.21741070871,0
613,446,50,IL,250/500,1000,779.2393913309447,0,MALE,JD,Adm-clerical,Camping,own-child,10692.482803135206,54244.35517616627,B,B,B,A,B,82875.86032007678,0
614,78,23,FL,100/300,500,796.6167617226114,1000000,MALE,High School,Exec-managerial,Movies,husband,15898.08765156091,74748.80765622298,C,A,A,B,A,67247.47194898289,1
615,467,32,TX,250/500,1000,1977.0993729547254,5000000,MALE,College,Exec-managerial,Camping,wife,3748.453743019531,55905.74709044802,C,A,A,B,B,85891.77468158369,1
616,486,32,TX,500/1000,500,722.6829769037217,0,FEMALE,Masters,Craft-repair,Camping,husband,3516.7209070239182,86036.8000881292,B,B,C,C,B,52018.293673680346,1
617,331,56,CA,500/1000,1000,1858.1273273185384,0,MALE,PhD,Craft-repair,Movies,husband,60445.16751142568,59356.62234625306,A,A,C,C,A,81995.58535495278,0
618,461,48,IL,100/300,500,620.8172247403684,1000000,MALE,PhD,Adm-clerical,Movies,other-relative,7700.392764913566,13857.724730630394,A,A,A,C,A,94332.73798995705,1
619,149,26,IL,500/1000,2000,1811.6456598324414,0,MALE,PhD,Exec-managerial,Movies,own-child,13619.331953691983,18567.4068711406,A,B,B,A,A,14888.772371414412,0
620,215,49,IL,100/300,1000,1260.374453358067,0,FEMALE,College,Adm-clerical,Camping,husband,24434.194669469776,35761.73300944826,C,A,B,C,C,99701.12457538678,1
621,459,62,NY,100/300,2000,1413.0580580559454,0,FEMALE,High School,Craft-repair,Reading,own-child,55332.15126040159,92002.9091650019,A,C,A,B,A,74048.63835687358,0
622,211,55,IL,100/300,1000,868.897536367562,1000000,FEMALE,High School,Adm-clerical,Camping,other-relative,22894.488404492076,46002.34625405322,B,A,C,C,B,57660.046411149786,0
623,239,59,NY,100/300,1000,1847.9130124296476,0,MALE,Masters,Machine-op-inspct,Reading,other-relative,39590.92653584668,87415.17279961512,A,C,A,C,A,99225.61509698463,0
624,475,38,FL,500/1000,2000,1380.7181526813729,2000000,MALE,College,Adm-clerical,Exercise,husband,35333.84633938799,7466.039956113368,C,B,C,B,B,17083.567211845617,0
625,439,70,NY,100/300,2000,1513.5500845067977,0,MALE,PhD,Machine-op-inspct,Reading,husband,39630.21912795593,68671.26820420154,A,B,C,C,B,64942.62800598904,0
626,458,29,NY,500/1000,500,1335.141511536157,0,FEMALE,High School,Adm-clerical,Exercise,other-relative,92902.72948703186,46722.006066954506,A,B,C,C,B,19236.009106795336,0
627,213,52,TX,100/300,1000,687.8519856481232,5000000,FEMALE,College,Machine-op-inspct,Chess,unmarried,96969.85644252769,17309.17692991205,B,C,B,B,C,51104.46208778815,0
628,369,32,CA,250/500,2000,1754.3370238574419,2000000,MALE,JD,Machine-op-inspct,Exercise,husband,7247.301916878468,8158.834349683364,A,A,C,B,A,4439.758704622801,0
629,352,69,TX,500/1000,1000,775.3777099175766,0,MALE,College,Machine-op-inspct,Camping,unmarried,11051.783108522406,31528.991725786982,B,B,B,C,B,34696.926315660225,0
630,441,60,IL,100/300,500,937.9220402739977,0,MALE,Masters,Machine-op-inspct,Chess,not-in-family,5468.1487664001825,82060.29263507915,C,C,A,B,A,87394.4223813711,0
631,461,45,TX,250/500,2000,1504.2779389213424,1000000,FEMALE,PhD,Prof-specialty,Camping,wife,38764.15669414439,64060.57630167435,A,C,A,A,B,75976.2364306002,0
632,460,49,CA,100/300,500,639.993935061445,0,FEMALE,High School,Prof-specialty,Camping,wife,85112.16830802469,46209.30682348893,C,C,C,B,B,39986.56639050238,0
633,152,68,NY,100/300,1000,1900.1063229056003,2000000,FEMALE,High School,Adm-clerical,Exercise,wife,79983.02609931488,84547.7054423608,C,A,B,C,B,17527.68531080231,0
634,487,43,NY,250/500,500,686.1913775774351,0,MALE,JD,Craft-repair,Movies,husband,35478.8992444621,18103.178551797195,C,B,B,B,A,6667.285412819,0
635,207,27,FL,250/500,500,1500.7339181622547,0,MALE,JD,Exec-managerial,Camping,husband,75070.72654447313,27901.135383722176,B,C,B,A,C,95325.75515401957,0
636,477,58,FL,100/300,500,1452.6831177536865,0,MALE,JD,Prof-specialty,Chess,wife,97898.28450299853,55407.14538856712,A,A,B,B,C,43524.84144475125,0
637,256,40,CA,250/500,500,1547.0456844430453,0,FEMALE,Masters,Machine-op-inspct,Camping,unmarried,19394.917668744747,58962.50912195832,C,C,C,C,B,72180.14338226676,1
638,27,18,CA,100/300,1000,1150.0202072972606,0,FEMALE,PhD,Prof-specialty,Movies,husband,96388.39979942539,32093.488065286245,C,A,C,A,A,90866.24954779778,0
639,222,33,TX,500/1000,500,1073.4278159852597,0,FEMALE,JD,Machine-op-inspct,Movies,husband,77078.8677023242,50430.52418883871,A,C,C,A,A,73789.0059386541,0
640,99,38,CA,100/300,500,1966.4869784589885,2000000,MALE,PhD,Craft-repair,Camping,own-child,11466.427873771356,11996.380923870154,C,C,B,A,B,47108.754972691495,0
641,431,64,TX,500/1000,500,1725.7377256210098,0,FEMALE,PhD,Prof-specialty,Movies,own-child,79452.98501234733,1104.8186023831286,B,C,C,C,C,37229.459322616705,0
642,364,34,FL,250/500,500,1228.1654636604385,5000000,MALE,JD,Exec-managerial,Exercise,own-child,10225.201792559934,90509.51972620853,C,B,B,B,A,87375.56562651723,0
643,113,37,TX,250/500,500,773.4013821886042,0,FEMALE,PhD,Exec-managerial,Reading,other-relative,2972.973829077674,44150.33862504121,A,A,C,A,A,32229.844999856068,0
644,449,43,TX,100/300,500,1835.830378942062,2000000,FEMALE,High School,Prof-specialty,Movies,husband,76460.21958954941,23106.82652343663,A,A,A,B,A,33050.601535177084,0
645,310,34,FL,250/500,1000,1473.1241545933085,0,FEMALE,PhD,Prof-specialty,Camping,wife,89497.78212796681,32982.9753272292,A,A,A,B,A,75812.15634190901,0
646,105,42,IL,100/300,500,703.6600990629452,0,MALE,PhD,Exec-managerial,Movies,other-relative,40039.197702945516,51765.512411373435,C,A,A,B,A,58789.13181720259,0
647,356,42,CA,100/300,1000,774.6565734531318,0,MALE,High School,Craft-repair,Camping,other-relative,2406.5371382389953,94645.38437329962,A,A,C,C,B,43083.4757472559,0
648,106,21,NY,100/300,500,1311.2297898982197,0,FEMALE,High School,Adm-clerical,Chess,other-relative,59755.95665828276,72097.22509815854,C,B,A,C,A,45330.48116419304,0
649,129,45,FL,500/1000,1000,1255.5254563032722,0,FEMALE,College,Prof-specialty,Camping,wife,23329.742614433246,94818.63047357705,B,C,C,C,B,58565.433279919,0
650,416,18,TX,500/1000,2000,1113.923280966837,2000000,MALE,College,Prof-specialty,Chess,other-relative,54376.90768916009,11207.294486336694,C,B,A,B,B,44024.0299534012,0
651,304,31,NY,500/1000,1000,1140.3109929172715,0,FEMALE,JD,Exec-managerial,Reading,own-child,31792.535609193885,17827.84294551891,B,C,A,B,B,32009.481497622546,0
652,163,39,CA,250/500,2000,758.3035648295529,0,MALE,Masters,Exec-managerial,Exercise,not-in-family,62238.9591110325,36302.17812863558,A,A,A,C,B,90655.1825544548,1
653,157,31,NY,500/1000,2000,883.1989084590546,5000000,FEMALE,PhD,Exec-managerial,Reading,other-relative,26030.84433828635,24431.465715755196,B,C,A,C,B,50885.743170212096,0
654,243,32,NY,500/1000,1000,1239.062643045012,0,MALE,PhD,Exec-managerial,Camping,unmarried,14843.00842799211,95703.87011516612,C,C,B,C,B,20261.261048527078,0
655,481,22,CA,250/500,2000,595.556960602863,0,MALE,Masters,Prof-specialty,Reading,own-child,75241.2097103702,17118.747079850848,B,C,C,B,A,16874.105283183148,0
656,145,32,TX,250/500,2000,1029.0234406110721,0,MALE,JD,Machine-op-inspct,Chess,husband,53883.84775354538,16993.882326396102,B,C,B,A,C,29119.170412921907,0
657,419,69,TX,500/1000,2000,815.5607558118555,0,MALE,PhD,Exec-managerial,Reading,husband,31740.988111412804,48764.013793580896,A,C,A,B,C,98659.15990357497,1
658,127,61,IL,500/1000,500,761.9722920813816,0,FEMALE,College,Craft-repair,Exercise,own-child,62789.65903933974,69689.59325747892,B,B,B,C,C,92505.26119885281,0
659,23,64,TX,500/1000,500,719.8895262133916,0,MALE,PhD,Craft-repair,Movies,not-in-family,28721.083623726463,37928.7211421344,C,A,C,A,A,9663.230528818163,0
660,117,51,IL,500/1000,1000,710.2841488669144,0,FEMALE,High School,Prof-specialty,Chess,husband,36530.86469777215,4371.932183138827,B,B,C,B,B,8885.855805535575,0
661,128,46,FL,500/1000,1000,740.6584008376636,0,MALE,PhD,Exec-managerial,Reading,wife,37583.1789149858,76584.68141808202,C,A,A,B,C,38492.589845686205,0
662,173,39,CA,250/500,500,1061.199402035687,0,FEMALE,PhD,Adm-clerical,Reading,wife,22646.945644809657,94544.04785357289,C,C,A,C,C,51566.67529276611,0
663,23,33,IL,250/500,1000,652.1825904592014,5000000,FEMALE,High School,Exec-managerial,Reading,not-in-family,44086.79242934359,81049.23071436294,B,A,A,A,A,30706.611007451233,0
664,276,24,CA,250/500,1000,1845.562151023056,0,MALE,College,Prof-specialty,Chess,other-relative,81525.39535336308,84008.87615602124,C,C,C,B,C,65782.53059914545,1
665,28,18,NY,100/300,500,1246.8741880735001,0,FEMALE,High School,Adm-clerical,Reading,not-in-family,97096.70181478978,84790.37517078922,C,C,A,B,B,43142.704396762834,0
666,204,68,CA,250/500,500,1257.1632305367957,0,MALE,Masters,Prof-specialty,Movies,unmarried,21942.220923714438,75950.47847220188,B,C,B,A,C,53962.181042819604,0
667,63,24,CA,250/500,500,816.638430177217,1000000,MALE,College,Machine-op-inspct,Camping,not-in-family,93883.43652275312,80543.32431387212,A,B,B,B,C,28419.501683721202,1
668,265,59,CA,500/1000,500,1800.7328071809434,0,FEMALE,PhD,Craft-repair,Reading,other-relative,27789.158158039896,7666.592758857027,C,C,C,C,B,7411.0365404529775,0
669,140,39,NY,100/300,2000,1742.1966068211627,0,MALE,High School,Prof-specialty,Movies,unmarried,46990.78326664696,5460.524700681824,A,B,C,C,A,69366.57136357533,0
670,394,67,TX,100/300,500,551.369075186511,0,MALE,High School,Exec-managerial,Chess,not-in-family,10064.667455045861,7523.280536725585,B,B,B,A,A,72752.85892892527,0
671,101,25,IL,250/500,500,1598.606523272609,0,MALE,College,Exec-managerial,Camping,husband,60804.50730481326,59152.097277459594,A,C,C,B,B,47663.846365460835,0
672,118,55,FL,500/1000,500,776.4037303698067,0,FEMALE,High School,Prof-specialty,Chess,own-child,51084.343459355194,24124.16663452922,A,B,A,A,B,86303.5215257472,0
673,185,18,CA,100/300,500,1333.4252665744561,0,MALE,Masters,Craft-repair,Camping,other-relative,67891.91866494357,2816.8041890619056,A,B,A,C,A,30971.46234191621,0
674,261,40,CA,250/500,500,1805.7774039443154,0,MALE,JD,Prof-specialty,Movies,not-in-family,60043.14847507075,7657.372065126222,C,B,C,B,A,72551.94767436203,0
675,434,49,IL,500/1000,2000,1901.0791909527795,1000000,FEMALE,PhD,Prof-specialty,Movies,wife,98141.72397196348,6852.584021329222,A,C,A,A,A,58227.48085928186,0
676,265,42,IL,100/300,500,776.6785062575836,0,MALE,Masters,Exec-managerial,Camping,other-relative,77014.42600619861,62751.44585375669,C,C,C,A,A,43226.555998326534,0
677,447,62,NY,250/500,2000,1909.3640368080044,1000000,FEMALE,High School,Exec-managerial,Movies,wife,96548.64843413014,14286.088713571555,C,C,A,C,B,21597.425431360232,0
678,497,25,IL,500/1000,2000,604.3741014215717,0,FEMALE,JD,Exec-managerial,Exercise,own-child,52551.05456049,84574.83988472723,C,B,B,A,B,66249.57336335948,0
679,332,72,NY,250/500,2000,1863.9898161219182,0,MALE,PhD,Craft-repair,Camping,own-child,28142.25009593474,99266.35638329718,C,A,B,C,A,16424.417021596513,1
