claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,destination_risk,trip_duration_days,incident_category,travel_insurance_type,booking_lead_time_days,total_claim_amount,fraud
500,232,21,IL,250/500,500,959.7312506027656,1000000,FEMALE,Masters,Prof-specialty,Exercise,other-relative,75911.01940683958,83058.07600127342,A,C,A,B,C,2520.494709116094,0
501,364,29,CA,250/500,2000,1797.0561508983574,1000000,MALE,Masters,Prof-specialty,Reading,wife,43874.51448009602,59634.51761246279,B,A,B,C,B,8571.087174970593,0
502,353,56,TX,100/300,2000,1007.1646462714541,0,MALE,JD,Exec-managerial,Exercise,own-child,60917.51867058626,9139.354611916606,B,B,B,A,B,8652.866083898289,1
503,479,36,IL,250/500,2000,1715.3309691978855,5000000,FEMALE,High School,Prof-specialty,Movies,own-child,40226.36990196539,97463.32017174397,C,B,B,C,A,5293.294825918729,0
504,230,35,IL,100/300,1000,1804.5627204513985,0,MALE,PhD,Adm-clerical,Movies,unmarried,1345.2148500665674,68423.97874045804,B,B,B,A,B,1970.6889094440821,0
505,43,74,NY,100/300,2000,1134.8150536260396,0,FEMALE,PhD,Prof-specialty,Chess,unmarried,99625.76927852162,44359.09051326606,B,B,A,A,A,5215.054675963568,0
506,70,52,NY,500/1000,2000,1956.0168981707734,0,FEMALE,Masters,Exec-managerial,Chess,unmarried,17584.297022013983,87588.35833791236,B,B,C,B,B,354.9861087123512,1
507,192,64,CA,500/1000,2000,1113.8205831133332,0,FEMALE,College,Craft-repair,Movies,wife,67328.47771848956,40754.962982488185,C,B,A,B,C,220.34760082367734,0
508,380,31,IL,250/500,500,1721.4343960429198,0,FEMALE,JD,Prof-specialty,Reading,own-child,22163.893761803,64194.85665206887,A,C,C,A,C,5099.1401474503555,0
509,228,54,IL,500/1000,2000,1928.9415254436176,0,MALE,College,Prof-specialty,Reading,unmarried,3709.1321695067236,22403.92220849313,A,C,B,C,A,9158.472450560988,1
510,189,51,FL,100/300,500,513.3359806572196,0,FEMALE,College,Prof-specialty,Chess,own-child,98882.14167418893,89295.95369534355,C,C,C,B,C,1430.5590980436305,0
511,171,20,NY,250/500,2000,1033.2642595529287,1000000,FEMALE,Masters,Prof-specialty,Chess,own-child,645.0219285988435,52912.640417426635,C,B,A,C,B,3736.5346963428897,0
512,345,69,FL,100/300,500,1654.268053915828,2000000,MALE,College,Craft-repair,Movies,own-child,61765.5288798072,23645.079690682836,C,B,C,C,B,4946.851944495898,0
513,327,64,NY,500/1000,1000,1744.7253914449934,0,FEMALE,High School,Adm-clerical,Reading,other-relative,73991.94045547272,8596.304590752236,C,B,B,C,A,5360.134951885105,0
514,48,40,TX,250/500,1000,1778.941934680782,0,FEMALE,High School,Craft-repair,Reading,wife,56567.95831649272,89892.3575959461,C,A,A,B,A,8208.522886161463,1
515,273,30,IL,500/1000,1000,1641.3610349419291,0,FEMALE,JD,Prof-specialty,Camping,wife,76855.18797736657,19737.451997875032,B,B,C,A,B,1692.2442438904854,1
516,413,50,TX,500/1000,2000,991.4414645062443,0,FEMALE,High School,Prof-specialty,Reading,wife,17063.696400961093,98988.98332238932,C,B,C,A,B,334.50492547697434,0
517,138,73,CA,500/1000,2000,1704.7196422831946,1000000,MALE,High School,Exec-managerial,Camping,wife,2381.0940128504376,14268.820695079665,B,B,C,A,C,7318.154742611562,0
518,355,26,NY,500/1000,1000,1348.4498600824595,5000000,FEMALE,Masters,Craft-repair,Reading,wife,53489.25533476122,46078.17155574731,A,B,C,A,B,8517.94475868821,0
519,270,63,CA,250/500,2000,794.4957956878546,0,FEMALE,JD,Machine-op-inspct,Exercise,husband,43390.85538116523,53015.32118394049,C,B,B,C,C,4086.8892987595605,0
520,209,68,TX,250/500,1000,800.272881156619,0,MALE,College,Exec-managerial,Reading,other-relative,76684.54603276214,24634.22845274641,A,C,A,B,A,9569.059745510936,0
521,124,56,CA,500/1000,1000,832.6601817996262,1000000,FEMALE,JD,Prof-specialty,Camping,not-in-family,6083.111500655103,99334.80237158554,C,C,C,A,C,5324.608473498176,0
522,365,71,TX,100/300,1000,750.1647874687769,0,MALE,PhD,Adm-clerical,Camping,other-relative,5359.469441192399,57749.76126224693,B,C,B,C,A,6903.010518372532,0
523,251,36,FL,250/500,2000,951.2057210211523,0,FEMALE,High School,Exec-managerial,Reading,unmarried,33594.2867778166,57126.91211071232,C,C,A,C,C,5035.712309660813,0
524,304,36,IL,500/1000,500,1604.7791495053605,0,FEMALE,High School,Exec-managerial,Exercise,husband,79074.78324835334,87390.40177801896,C,B,B,B,A,2198.52313659417,0
525,334,36,FL,250/500,2000,1891.9339064016137,0,FEMALE,PhD,Craft-repair,Camping,not-in-family,46870.93559499113,58155.54477671666,C,A,B,C,B,3320.2241231884564,0
526,416,58,TX,500/1000,2000,866.0936859904609,1000000,FEMALE,Masters,Exec-managerial,Chess,husband,78697.75051877726,47729.075635446105,B,B,A,C,A,9566.71383313339,0
527,177,27,TX,500/1000,2000,1376.2106706877935,0,FEMALE,JD,Exec-managerial,Chess,other-relative,63925.048328041536,47625.69953616045,C,B,A,A,C,5309.0761170550895,0
528,141,26,CA,100/300,1000,626.0251233511747,2000000,MALE,JD,Machine-op-inspct,Camping,wife,42893.791977464,71457.81380167343,B,C,A,B,C,9514.321998078402,1
529,28,64,CA,100/300,500,1328.8299902275799,0,FEMALE,PhD,Machine-op-inspct,Camping,unmarried,83477.72041432507,34923.83932477965,C,A,C,B,C,3511.4928673397344,1
530,303,43,NY,250/500,2000,1703.6459330920302,0,MALE,PhD,Adm-clerical,Camping,not-in-family,66606.46986321725,51061.994571396965,B,B,C,C,A,9907.867621841457,0
531,92,63,IL,250/500,1000,1460.0883108066064,1000000,MALE,College,Adm-clerical,Camping,not-in-family,42014.548095649196,32323.141855097037,C,C,C,A,A,6530.75182057023,0
532,361,43,IL,100/300,500,1336.7369683376953,2000000,MALE,Masters,Craft-repair,Camping,own-child,11163.40706190474,89356.89148489936,B,B,B,B,B,8118.151931013313,0
533,482,64,FL,500/1000,500,1527.2300332812183,0,FEMALE,JD,Prof-specialty,Reading,husband,36626.93437318806,20538.653404698103,B,C,A,A,C,1220.8949736691354,0
534,461,55,CA,500/1000,2000,1021.7005089851816,0,FEMALE,PhD,Craft-repair,Reading,husband,5877.682185651767,57595.18963093243,C,A,B,A,B,8847.573474109848,0
535,186,19,IL,250/500,1000,1417.3574432815765,0,FEMALE,Masters,Craft-repair,Movies,wife,48329.27453951523,32064.096681765397,B,A,A,C,A,301.3475232190556,0
536,125,21,FL,500/1000,500,589.5547340515982,0,MALE,College,Exec-managerial,Movies,husband,5481.984413452113,55296.446162363,C,A,B,B,A,749.4682882898086,0
537,401,59,CA,500/1000,2000,923.5259897892655,0,MALE,College,Adm-clerical,Camping,other-relative,77039.59712508664,52116.5971369853,C,A,C,C,B,3636.6834735665548,0
538,62,72,TX,100/300,2000,743.9922681416194,5000000,FEMALE,Masters,Exec-managerial,Camping,husband,35605.776009023815,46312.495267637976,C,B,B,A,B,3076.1065657927156,0
539,492,71,CA,250/500,500,1672.5959660534168,0,MALE,Masters,Prof-specialty,Exercise,own-child,60974.65153694206,45164.903831431206,C,B,B,C,C,1906.5626602944117,0
540,280,49,FL,250/500,1000,672.4797163648981,0,MALE,PhD,Adm-clerical,Reading,own-child,30491.498167086596,44100.34910737165,C,C,B,A,A,7820.618257640208,1
541,383,23,TX,100/300,500,1559.1435632106936,2000000,FEMALE,PhD,Craft-repair,Exercise,not-in-family,88227.47347176027,41109.68227779876,A,A,C,A,B,4184.223149346411,0
542,13,73,FL,250/500,1000,1063.771743066991,0,MALE,JD,Machine-op-inspct,Camping,other-relative,49153.0796678331,14232.567544755126,C,B,B,C,B,8906.002028053446,0
543,120,64,NY,500/1000,500,1158.1705055683726,0,MALE,High School,Adm-clerical,Reading,unmarried,74779.48550839839,92766.5243526377,A,A,C,A,B,390.6045683485382,1
544,317,27,TX,250/500,2000,1520.9634035721347,2000000,FEMALE,PhD,Exec-managerial,Movies,not-in-family,66027.83933937513,97705.66795292441,B,B,C,B,A,3476.402810855221,1
545,292,39,IL,100/300,500,1732.3324216620185,0,MALE,College,Exec-managerial,Movies,not-in-family,70113.57702317083,46264.0821031174,B,A,C,B,A,1912.7886008067169,0
546,235,40,NY,100/300,2000,1063.580826813274,0,MALE,College,Machine-op-inspct,Chess,not-in-family,51664.16330108773,44429.59304041325,A,B,B,A,C,4444.4063283898995,0
547,227,40,IL,500/1000,2000,717.7630065538033,0,FEMALE,College,Machine-op-inspct,Exercise,wife,99861.72084426488,40251.07431740046,C,C,C,A,A,9962.850266153908,0
548,253,24,FL,500/1000,1000,1414.9257963375344,0,FEMALE,Masters,Craft-repair,Movies,unmarried,10115.00440370664,21822.130790869363,A,C,A,A,A,8838.812020114468,1
549,415,34,CA,250/500,1000,1917.5351078573758,1000000,MALE,College,Adm-clerical,Reading,other-relative,50809.380522976564,7622.1978255700205,A,C,A,A,C,6461.956244789453,0
550,110,33,CA,500/1000,500,787.9484382641821,0,MALE,Masters,Exec-managerial,Camping,unmarried,36596.770707268086,2326.1102496674566,C,C,A,C,A,2162.0765242357816,0
551,315,49,CA,500/1000,2000,1219.8931165115227,1000000,MALE,JD,Craft-repair,Camping,husband,35947.9671426048,56396.370681592125,C,A,A,A,C,6461.1782353123035,0
552,182,73,TX,100/300,2000,580.1739782877193,0,FEMALE,JD,Exec-managerial,Chess,not-in-family,75428.50327642095,70851.42269146773,A,B,B,C,B,2313.8284599073613,1
553,49,56,IL,100/300,2000,843.9489553080243,5000000,FEMALE,JD,Exec-managerial,Reading,own-child,738.1242091004215,9211.27369516399,A,C,A,C,A,735.6641935900734,0
554,442,47,TX,500/1000,1000,1366.6846088357952,1000000,FEMALE,JD,Craft-repair,Reading,not-in-family,38500.380732836726,48855.347860427726,B,A,B,B,A,6962.986926417063,0
555,135,66,CA,100/300,1000,1482.3747313933795,0,MALE,College,Prof-specialty,Reading,wife,41049.290159946664,17013.49751303397,B,C,B,A,C,7864.495171918758,1
556,281,62,IL,250/500,500,812.7499036000675,0,FEMALE,PhD,Machine-op-inspct,Camping,other-relative,50634.341900638115,15542.11528036996,A,C,A,A,A,2814.051045833877,0
557,259,45,CA,250/500,2000,1836.689815541472,2000000,FEMALE,JD,Prof-specialty,Exercise,not-in-family,39473.08508951245,73483.20377069984,B,A,C,C,B,1816.7118355266653,0
558,443,47,FL,250/500,500,1611.3185292149622,0,FEMALE,PhD,Machine-op-inspct,Movies,husband,29371.83286830348,92188.69495301736,C,C,A,B,C,8103.983034195516,0
559,268,22,IL,100/300,500,1459.2394785101683,0,MALE,JD,Adm-clerical,Movies,unmarried,55034.34751566442,90619.67826370658,A,B,B,C,B,1400.2425813663679,0
560,280,45,IL,500/1000,1000,735.3353503648058,0,FEMALE,Masters,Adm-clerical,Chess,wife,90771.61651285176,28375.287639762635,C,A,B,B,B,9679.48877533498,1
561,188,72,FL,500/1000,2000,1151.2360328309428,0,MALE,College,Prof-specialty,Camping,own-child,32724.253965658136,25867.75765617202,C,B,B,A,C,233.55876633034475,0
562,233,72,IL,500/1000,2000,1728.1528939195714,1000000,MALE,JD,Machine-op-inspct,Exercise,unmarried,10562.555051386902,50772.057047411625,B,B,B,A,B,5804.903721311619,0
563,25,51,FL,100/300,2000,1481.0475763297584,0,MALE,PhD,Craft-repair,Camping,wife,50002.68697287207,96871.02548651648,B,B,B,B,B,5885.161427165349,0
564,249,57,IL,500/1000,1000,504.54780012936516,0,MALE,High School,Prof-specialty,Exercise,not-in-family,84305.57546695542,4389.975009628566,A,C,B,C,B,4992.488714556439,0
565,347,50,CA,250/500,2000,861.1794954550642,0,FEMALE,Masters,Craft-repair,Movies,husband,13750.733492365274,93266.33570099379,B,A,B,B,C,7578.44478343425,0
566,306,52,TX,500/1000,2000,1604.4141990249452,5000000,MALE,PhD,Machine-op-inspct,Chess,own-child,84883.55648653925,14987.893746021897,A,C,B,A,C,6171.271942345367,0
567,143,36,NY,500/1000,500,1088.270076384479,0,FEMALE,JD,Machine-op-inspct,Chess,unmarried,71277.49238495929,34583.042176007984,A,A,C,B,C,9697.922994758112,0
568,382,49,CA,500/1000,1000,1169.4792702410177,0,FEMALE,JD,Machine-op-inspct,Chess,unmarried,55898.75065615764,27745.129829894842,A,C,B,C,B,816.2048663319289,1
569,136,64,NY,100/300,2000,1145.0482400512242,0,MALE,PhD,Adm-clerical,Chess,other-relative,44749.70310928551,68902.25994685492,A,A,B,C,B,4070.59581601418,0
570,370,41,NY,500/1000,2000,1599.6568960916923,2000000,MALE,JD,Craft-repair,Movies,not-in-family,41945.94169948704,73879.72281126975,A,B,A,B,A,4963.5215904894,0
571,299,48,IL,100/300,1000,1058.5905972411506,1000000,FEMALE,JD,Exec-managerial,Camping,other-relative,72581.6885528218,76108.15388578747,C,A,C,B,A,7019.375497056327,0
572,414,30,IL,250/500,1000,1593.684683518938,1000000,MALE,PhD,Craft-repair,Camping,not-in-family,47444.485434929105,7820.718796598836,A,A,A,B,C,608.6237282997295,0
573,482,36,CA,100/300,2000,1865.9969248826228,0,MALE,PhD,Machine-op-inspct,Reading,husband,65405.364639619525,8107.668913247779,B,B,B,C,C,7989.812293283451,0
574,406,50,FL,500/1000,500,709.3167054536995,1000000,MALE,College,Machine-op-inspct,Chess,not-in-family,3699.8307488145033,90432.46253676768,A,B,A,A,A,1320.3439331195675,0
575,36,42,TX,500/1000,2000,1966.7978421547307,0,FEMALE,High School,Prof-specialty,Chess,other-relative,94037.79232952936,79521.14780928569,C,C,B,A,C,117.71095255038708,1
576,436,19,TX,500/1000,1000,1006.2513154801081,0,FEMALE,PhD,Adm-clerical,Movies,other-relative,45162.27878846055,91802.10639588347,A,B,C,B,C,4679.856162895817,0
577,258,34,NY,250/500,2000,1919.4081839229607,0,MALE,PhD,Machine-op-inspct,Movies,wife,91396.62254009285,69222.93825597299,B,A,A,C,A,2177.1188232600853,0
578,100,49,NY,250/500,1000,1221.9588507894962,0,MALE,College,Craft-repair,Chess,husband,63030.02828697384,5787.267831823661,C,B,A,C,A,9542.538067990967,0
579,22,73,IL,250/500,1000,1443.367265538037,0,MALE,JD,Adm-clerical,Reading,husband,66106.71573231152,68682.13536885985,A,B,B,B,A,6785.351090403596,1
580,298,61,CA,250/500,2000,1684.154271908828,0,FEMALE,High School,Machine-op-inspct,Camping,not-in-family,19615.10964688492,90342.43846005204,C,A,C,C,A,8304.383669901154,0
581,198,39,FL,250/500,1000,807.4832775785459,1000000,FEMALE,Masters,Machine-op-inspct,Movies,wife,7098.501092540199,33193.36310602859,A,A,B,A,B,9330.244333552013,0
582,321,55,CA,500/1000,500,1025.7418929661812,0,MALE,PhD,Machine-op-inspct,Camping,other-relative,21717.742499543358,10752.590481628276,C,C,A,B,A,984.0609130244341,0
583,58,60,FL,100/300,1000,982.3647054340012,0,FEMALE,High School,Exec-managerial,Exercise,unmarried,53505.887290352264,8191.149909213169,B,A,C,B,C,5910.927973408871,0
584,465,63,NY,500/1000,2000,1750.3008379841006,0,FEMALE,Masters,Adm-clerical,Exercise,own-child,3569.815606240556,11135.084179372901,B,C,C,B,B,4864.443240186516,0
585,482,47,CA,100/300,1000,542.9433544032548,0,MALE,High School,Prof-specialty,Exercise,husband,87800.66568834643,9369.340902894373,A,C,C,B,C,7042.2608171198835,0
586,233,26,NY,100/300,2000,935.6716544671893,0,FEMALE,College,Adm-clerical,Reading,own-child,42386.34624085404,58990.1454464309,A,A,C,B,B,6857.325215931369,0
587,447,52,CA,500/1000,2000,1133.8468027399608,0,MALE,Masters,Craft-repair,Camping,wife,48461.50653445855,23474.315119477884,A,B,B,A,C,8787.460856753918,0
588,255,68,CA,100/300,1000,525.4742547741603,0,MALE,Masters,Exec-managerial,Camping,other-relative,14380.286016101329,4158.7611691756065,B,B,C,C,A,4398.247833284161,0
589,143,63,FL,100/300,1000,1013.0755637835921,0,MALE,High School,Machine-op-inspct,Movies,other-relative,85887.12281732376,91016.1903676538,C,A,B,C,A,1395.5153675270572,1
590,18,62,CA,250/500,500,1072.1906720164986,0,MALE,PhD,Machine-op-inspct,Exercise,own-child,65970.42471452244,68199.48217289125,B,C,B,B,B,7669.552862266897,1
591,421,64,NY,500/1000,500,698.2344307431822,0,MALE,Masters,Adm-clerical,Reading,own-child,8869.548862446964,87843.67216582976,A,C,C,C,B,805.7728441093869,0
592,1,43,FL,100/300,2000,1864.8754338534243,0,FEMALE,PhD,Adm-clerical,Movies,other-relative,18537.224963102817,49073.19678126213,C,A,C,A,A,3470.274859805557,0
593,230,68,NY,250/500,2000,1780.1992913958102,0,FEMALE,College,Adm-clerical,Reading,other-relative,4972.694017631996,87905.68003626462,B,A,A,A,C,8665.466637243015,0
594,22,57,TX,250/500,2000,1313.1104393893102,1000000,MALE,College,Prof-specialty,Camping,husband,61509.996152734304,71203.04984784072,C,B,A,B,C,9954.504367200583,0
595,436,60,TX,500/1000,500,1976.5100760229755,2000000,MALE,Masters,Machine-op-inspct,Exercise,wife,12385.384719960324,74793.48093899139,B,A,B,B,C,5162.953942414278,0
596,1,40,IL,100/300,2000,1755.4745591563428,2000000,MALE,PhD,Prof-specialty,Movies,husband,48458.978480023296,34522.15831797324,A,B,B,A,B,7754.859083546381,0
597,349,55,CA,250/500,500,581.6341452580916,2000000,FEMALE,College,Exec-managerial,Camping,own-child,70763.83813259657,36687.93167456299,A,C,A,A,B,473.8046201181982,0
598,312,73,NY,250/500,2000,720.9823604273065,0,MALE,College,Prof-specialty,Chess,other-relative,52673.670460333866,93751.33536746426,C,A,A,C,A,8767.537301420316,0
599,342,30,TX,250/500,1000,820.5684830187392,2000000,FEMALE,High School,Exec-managerial,Movies,own-child,47001.94204721864,51304.9651264241,A,B,C,C,B,2504.9666828743398,0
600,101,56,FL,250/500,2000,729.7938810119579,0,FEMALE,High School,Craft-repair,Chess,own-child,9740.612406799875,97672.17419472996,B,B,C,A,C,1039.0469897256999,0
601,416,34,CA,100/300,1000,1411.1616612428077,0,MALE,Masters,Exec-managerial,Movies,own-child,51568.252958081765,43646.989973997705,B,B,B,A,B,2462.1943395707867,0
602,127,26,FL,500/1000,1000,1552.4729548054331,0,MALE,High School,Craft-repair,Camping,wife,7191.5425171688585,90743.64222478445,C,A,C,A,B,6430.443380171009,0
603,301,62,IL,100/300,500,1852.0093924064347,0,MALE,Masters,Adm-clerical,Chess,husband,1388.416632890388,14618.862338946836,B,C,C,C,A,7908.607280799755,1
604,96,27,CA,100/300,500,1713.211006289012,0,MALE,JD,Craft-repair,Camping,husband,84996.14061317903,20746.101034942487,C,C,A,A,B,3124.771872051742,1
605,49,39,FL,250/500,500,736.9865049621048,0,FEMALE,High School,Craft-repair,Camping,husband,92982.91663478181,69944.77707408184,A,C,A,B,C,2002.0772184013872,0
606,347,68,IL,100/300,500,550.2970690256534,0,FEMALE,JD,Exec-managerial,Camping,husband,224.49386517630066,87023.93107106049,C,A,C,A,C,8789.340689587516,0
607,85,48,TX,250/500,2000,1169.6611216929032,1000000,FEMALE,High School,Prof-specialty,Chess,wife,64348.11455554018,49570.00566817608,C,B,A,B,C,6181.957740513126,0
608,445,29,FL,500/1000,500,1960.5830527623116,2000000,FEMALE,High School,Craft-repair,Movies,other-relative,23178.804235242613,65620.53615321284,A,C,A,A,C,6867.699281130848,0
609,406,36,IL,100/300,1000,1186.5708112978427,0,FEMALE,Masters,Adm-clerical,Exercise,husband,46435.41168829914,57668.38785259585,B,B,A,B,C,346.29230953721833,0
610,475,55,IL,250/500,1000,1224.6460744334809,2000000,FEMALE,JD,Adm-clerical,Movies,wife,51003.06719946522,25661.206803348312,B,C,B,C,A,7488.326892173066,0
611,122,31,TX,500/1000,500,1510.3013233130619,1000000,MALE,High School,Craft-repair,Camping,own-child,50362.10211083751,86378.90073759398,B,B,B,B,A,2665.758643817815,1
612,159,68,IL,500/1000,1000,538.3837532481516,1000000,FEMALE,PhD,Prof-specialty,Exercise,unmarried,64069.240307986984,83540.67015791632,C,A,B,A,C,7036.986754525916,0
613,45,55,NY,500/1000,500,1684.2930021648622,0,MALE,PhD,Craft-repair,Exercise,unmarried,20360.530784824627,39510.18048181806,A,B,A,B,B,8578.10932813834,1
614,150,51,FL,100/300,2000,1711.3397630596985,0,MALE,High School,Prof-specialty,Exercise,wife,75123.31469443778,1598.5827026278155,A,B,B,C,B,541.1934586176841,0
615,222,60,FL,250/500,1000,1024.5722821860168,0,MALE,High School,Craft-repair,Movies,wife,22166.83139816231,23780.57028941004,B,B,C,C,B,1575.5870319586522,0
616,140,63,IL,500/1000,2000,1072.685169837298,2000000,MALE,High School,Machine-op-inspct,Camping,not-in-family,89471.51466791045,860.8515433628505,B,B,B,C,B,2692.0679803449466,0
617,267,28,NY,100/300,2000,735.4956857459242,0,MALE,JD,Exec-managerial,Camping,other-relative,7574.149628587368,97352.5319374391,B,A,C,A,B,2258.8757860722635,0
618,107,55,FL,250/500,500,578.7972427040211,0,FEMALE,Masters,Adm-clerical,Exercise,unmarried,7436.8056645979,80557.05057285975,C,C,C,B,B,9143.741051960114,0
619,215,29,FL,500/1000,1000,1934.0846469102921,0,MALE,JD,Machine-op-inspct,Movies,other-relative,8800.218356989975,78577.63042269595,B,C,A,B,C,6312.389067254816,0
620,146,39,FL,250/500,1000,700.809293528665,0,MALE,PhD,Exec-managerial,Chess,own-child,66546.4570440898,81346.54457456448,A,B,C,B,B,9869.915265992518,0
621,2,52,TX,250/500,1000,1910.077793597261,2000000,FEMALE,Masters,Prof-specialty,Chess,own-child,10482.299306555176,36699.20843655854,A,B,B,C,C,242.38174537234795,1
622,479,55,FL,100/300,1000,1447.8020076952148,1000000,MALE,High School,Machine-op-inspct,Reading,husband,19082.468658793827,9104.459507884654,B,A,A,B,A,2016.3935753056303,0
623,219,37,IL,100/300,1000,1980.528787319641,0,FEMALE,Masters,Exec-managerial,Exercise,husband,32661.940022734725,63079.42251400015,B,A,C,C,B,8405.880692161554,0
624,17,53,FL,500/1000,1000,1177.436407724329,0,FEMALE,Masters,Craft-repair,Movies,not-in-family,66077.04743842183,65920.92188288916,B,B,C,A,A,5547.582251065961,0
625,259,47,IL,100/300,500,1722.2793836728965,0,MALE,PhD,Exec-managerial,Movies,wife,62116.57487994298,48745.4029326205,B,C,C,B,B,5107.213506845233,0
626,398,53,FL,100/300,500,881.5391253619271,0,FEMALE,College,Prof-specialty,Chess,husband,87906.97670264424,99313.15131690746,C,A,B,B,C,8498.869422952737,0
627,399,69,CA,250/500,1000,602.4626173785485,0,FEMALE,High School,Adm-clerical,Chess,other-relative,14177.014464733806,49723.30462531441,A,A,C,C,B,9159.138571387495,0
628,282,19,CA,500/1000,500,1534.366706213865,0,MALE,JD,Prof-specialty,Camping,other-relative,16606.973273593805,39734.58519311932,A,A,A,C,C,4679.909075527739,0
629,242,62,FL,100/300,500,1839.889817435517,0,FEMALE,JD,Prof-specialty,Exercise,husband,23550.851012104533,21716.171280445105,C,A,A,A,B,2448.981248593899,1
630,231,64,CA,500/1000,2000,596.7962702485839,0,FEMALE,Masters,Craft-repair,Chess,unmarried,30383.699663993426,35749.40423727564,A,C,B,A,A,1028.9117477699433,0
631,149,26,CA,250/500,500,1277.8478482380153,0,MALE,PhD,Machine-op-inspct,Reading,wife,71032.20902761006,60153.828228743056,C,A,C,B,C,8125.295759384211,0
632,221,55,IL,250/500,1000,1504.5769167314302,0,MALE,JD,Machine-op-inspct,Movies,unmarried,51730.26480475955,23782.2814712916,A,A,B,A,C,4340.438899441229,0
633,444,50,CA,250/500,2000,1558.0871723987727,0,MALE,PhD,Machine-op-inspct,Camping,other-relative,53499.45611788074,40419.595097205405,B,A,A,B,C,1135.5421456683387,0
634,405,50,IL,100/300,500,573.3040194012316,1000000,FEMALE,Masters,Craft-repair,Movies,other-relative,28874.672545237034,25670.552263370926,B,B,C,C,B,2487.2224171272037,0
635,348,57,IL,100/300,1000,1798.502145507951,0,FEMALE,High School,Craft-repair,Chess,unmarried,74142.68393712894,93414.01597977745,C,B,A,A,A,6303.154717828219,0
636,444,67,IL,500/1000,1000,985.4326856662053,1000000,FEMALE,Masters,Craft-repair,Movies,wife,46255.10218446026,86547.17830832636,C,B,A,B,B,5307.752816136466,1
637,74,48,NY,500/1000,1000,942.6975585697423,0,FEMALE,PhD,Exec-managerial,Camping,own-child,46908.75632238917,12076.819490348968,A,C,C,C,C,9619.990973620996,0
638,483,42,TX,250/500,500,598.5661354356224,0,MALE,PhD,Exec-managerial,Exercise,husband,23989.903298670222,91403.39896981245,C,B,C,C,C,4969.496402513378,0
639,310,74,IL,500/1000,500,1383.9323687801984,1000000,FEMALE,PhD,Craft-repair,Reading,not-in-family,28897.521495901292,67960.30204983774,B,B,C,C,A,1133.3840769101844,0
640,367,32,TX,500/1000,500,1115.8374293465486,0,MALE,PhD,Adm-clerical,Camping,wife,53282.187723509036,51691.400947507835,A,A,C,A,C,4416.226231738797,1
641,47,26,FL,500/1000,1000,1922.0692060230956,0,FEMALE,JD,Exec-managerial,Chess,other-relative,6147.931082635638,5846.316203715652,C,C,A,B,C,1400.3303037900396,0
642,51,65,NY,100/300,2000,671.4287260474192,0,MALE,College,Machine-op-inspct,Reading,own-child,93999.79629059324,47355.412932268846,B,C,A,A,A,2749.657157962657,0
643,206,47,NY,250/500,500,896.6455279480208,0,MALE,Masters,Machine-op-inspct,Exercise,husband,54395.17799529454,59928.26977278473,C,B,C,B,C,6567.034744435877,0
644,241,23,IL,100/300,1000,885.4727216931003,0,FEMALE,College,Machine-op-inspct,Camping,husband,63653.38379034597,80040.16893655685,C,C,C,A,C,7794.756286249322,0
645,320,27,NY,500/1000,1000,1915.1160324079174,0,FEMALE,Masters,Machine-op-inspct,Exercise,wife,2766.3604636681384,3104.569933440393,C,A,B,A,C,4581.601576594428,0
646,3,44,IL,500/1000,500,727.4748526102259,5000000,FEMALE,High School,Exec-managerial,Chess,husband,4205.790379388696,48840.79287523997,C,C,B,C,C,9312.789540093516,0
647,253,39,IL,500/1000,2000,1982.5321379297422,1000000,MALE,Masters,Exec-managerial,Chess,other-relative,96218.98906652785,66636.11775411479,C,B,A,B,A,5272.3643686669175,0
648,57,65,IL,500/1000,1000,1860.9358199186113,0,MALE,PhD,Craft-repair,Exercise,not-in-family,15744.584463311596,61716.998229514116,C,A,B,B,A,1757.8993097006712,1
649,235,49,CA,250/500,1000,1781.4573652174076,2000000,FEMALE,College,Prof-specialty,Exercise,not-in-family,16139.816030543452,38699.43583106822,C,A,A,B,C,4318.095666788332,0
650,381,62,FL,100/300,1000,1392.3451579148814,2000000,FEMALE,High School,Craft-repair,Movies,wife,88321.67243418188,67399.09307401403,B,C,A,B,C,4485.955381742271,0
651,363,21,CA,100/300,1000,1972.428417976012,0,MALE,Masters,Adm-clerical,Movies,own-child,79654.46536911756,85176.14631361052,B,C,C,A,B,2887.0389453141274,0
652,219,61,FL,500/1000,500,936.3706744482771,0,FEMALE,JD,Exec-managerial,Chess,not-in-family,65481.12331500905,4199.060806657362,C,B,C,B,A,4945.315355284483,0
653,48,27,NY,500/1000,1000,1011.6492277402119,0,MALE,Masters,Adm-clerical,Movies,unmarried,70027.48260602975,14432.825583251075,C,C,B,C,C,6564.847030724102,0
654,439,59,CA,100/300,1000,1568.839590418456,0,MALE,JD,Machine-op-inspct,Camping,husband,2201.424069102387,83805.9385978148,B,A,C,A,A,6596.001911692393,1
655,86,71,FL,250/500,2000,1518.541005240539,0,MALE,College,Craft-repair,Exercise,husband,68328.8964894729,32903.36496640747,B,A,A,C,B,822.2182612850876,0
