claim_id,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud
220,26,TX,500,656.3372042125216,1000000,FEMALE,High School,Handlers-cleaners,own-child,85836.94067196584,13612.027125302235,Single Vehicle Collision,Unknown,Major Damage,Ambulance,2,3,NO,0,3,YES,85898.83242416753,13866.928977234076,14048.127907934779,30600.443776659125,Mercedes,2005,0
221,54,CA,1000,1076.7669914672188,0,MALE,Masters,Other-service,other-relative,23260.386214875594,19208.037897673126,Vehicle Theft,Side Collision,Trivial Damage,Ambulance,10,3,YES,1,2,YES,20304.908429125062,28070.155892451774,20406.387132566477,27387.59454518278,Volkswagen,2009,0
222,50,CA,2000,1231.5006029318965,0,MALE,Masters,Handlers-cleaners,wife,11550.586615646618,41796.7745008254,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,17,4,NO,1,0,NO,87628.4310789966,11756.817628077404,18642.88135858514,21945.868802022018,Dodge,2019,0
223,68,FL,1000,1478.3363893182086,5000000,MALE,PhD,Other-service,own-child,32610.605663879345,7431.66077889425,Vehicle Theft,Front Collision,Minor Damage,Ambulance,2,2,YES,1,1,YES,21314.01994304383,12085.972174503122,21069.435551572493,32518.200104233434,Mercedes,1997,0
224,59,IL,1000,1925.7965788793053,1000000,FEMALE,Masters,Handlers-cleaners,wife,22043.788489261395,22807.937055991122,Vehicle Theft,Side Collision,Minor Damage,None,14,3,NO,1,3,Unknown,62841.35901389586,19523.201693448307,23556.4762537567,26106.902964868066,Toyota,2007,0
225,61,CA,500,1400.976599822534,5000000,FEMALE,JD,Other-service,wife,92528.81947931551,24617.879726474483,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,10,1,Unknown,0,2,YES,8587.412070409033,15809.58654979284,15381.404447789853,35143.35352200611,Saab,2012,0
226,41,NY,500,1615.3908742648398,2000000,FEMALE,PhD,Other-service,husband,86796.66420021311,1831.48487994097,Parked Car,Unknown,Total Loss,Fire,10,4,NO,1,2,Unknown,88096.77781278225,11233.496326153045,24391.97847767006,15551.95479802986,BMW,2014,1
227,32,FL,1000,1259.3990892428042,0,MALE,High School,Priv-house-serv,wife,49968.32302829042,9787.301477408268,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,NO,2,2,NO,5624.279796813964,29693.232470402687,14917.71711814827,23801.965541815694,Dodge,2014,0
228,71,TX,2000,1451.156047064497,2000000,MALE,PhD,Handlers-cleaners,wife,6134.387448386802,41337.12142879282,Parked Car,Rear Collision,Total Loss,Police,10,4,NO,2,3,Unknown,55716.8174804881,9065.565299982505,28699.029685918103,34888.73328174061,Dodge,1997,0
229,49,FL,500,606.3983242006601,1000000,FEMALE,College,Handlers-cleaners,own-child,71456.23460931562,41538.36942973803,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,18,4,Unknown,0,3,YES,78081.2967554483,8325.863759550857,22580.152458443827,8985.155532113318,Ford,1996,0
230,49,TX,2000,881.5873712627705,5000000,MALE,PhD,Handlers-cleaners,own-child,62341.17313362646,14620.754194212399,Vehicle Theft,Side Collision,Minor Damage,Fire,0,1,NO,1,3,YES,12125.05627286278,25932.8288556631,5134.249492381925,19686.783586365742,Dodge,1999,0
231,41,FL,2000,1042.779639807708,5000000,FEMALE,Masters,Protective-serv,unmarried,97055.46707284958,43744.861729896315,Vehicle Theft,Rear Collision,Minor Damage,Police,4,1,Unknown,1,2,NO,40745.78661626876,101.18830651666522,24887.53414090294,38449.30195828243,Chevrolet,2014,0
232,58,FL,1000,1208.7400325097703,5000000,MALE,Masters,Other-service,husband,55895.3240270377,38589.14695341739,Parked Car,Front Collision,Minor Damage,None,9,1,NO,2,0,YES,4674.040073259986,6037.594827147229,16547.629824199023,19207.271159040036,Dodge,1999,0
233,69,FL,1000,568.4731182535756,2000000,MALE,JD,Handlers-cleaners,wife,33639.37234029094,20895.37418977047,Parked Car,Rear Collision,Major Damage,Ambulance,9,2,YES,0,1,NO,68433.88144532594,17713.400647859282,29533.828739215962,10486.763085223842,Toyota,2007,0
234,66,TX,1000,710.0361463299765,0,FEMALE,JD,Exec-managerial,husband,51902.16935785558,37420.31722025189,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,13,4,NO,2,3,NO,31091.234698654516,4873.515835339946,21564.57131020582,14367.51143035791,Dodge,2022,0
235,66,TX,1000,915.2214616869587,2000000,MALE,JD,Protective-serv,other-relative,97926.32914045163,48066.731559740314,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,1,3,YES,0,0,YES,56159.82684152776,29574.117681707645,2531.7223971057324,35460.82271525114,Chevrolet,2022,0
236,69,FL,500,1957.299036351576,2000000,MALE,High School,Priv-house-serv,wife,69636.24325330305,22948.48590326744,Vehicle Theft,Front Collision,Total Loss,Fire,3,1,Unknown,0,1,Unknown,93306.86090682598,13925.86867264893,11848.812828310463,38217.88003131824,Mercedes,2002,1
237,29,CA,500,997.0205106545761,1000000,FEMALE,JD,Handlers-cleaners,husband,67197.61379270512,11921.358947674182,Vehicle Theft,Rear Collision,Total Loss,None,1,1,Unknown,0,2,NO,30932.881745486815,17920.922248816525,15518.262080197996,38029.2518861025,Mercedes,2021,0
238,56,IL,1000,1223.0615871681239,1000000,FEMALE,High School,Handlers-cleaners,unmarried,24068.15897258854,47090.825002507794,Single Vehicle Collision,Unknown,Total Loss,Police,17,4,NO,2,0,Unknown,5338.433427710131,4811.203953155794,25170.408094794057,28108.224482758564,Audi,2010,1
239,19,IL,500,794.1465691075894,1000000,MALE,JD,Protective-serv,unmarried,74360.25175606177,30187.214428162824,Single Vehicle Collision,Front Collision,Major Damage,None,12,4,Unknown,0,2,YES,67724.96288602069,8681.343026157834,21880.36602989318,20629.274608572192,Saab,2012,0
240,20,IL,1000,1416.1701066136525,0,FEMALE,High School,Other-service,wife,75027.18294717718,5263.258124021264,Parked Car,Unknown,Minor Damage,None,18,4,NO,2,1,Unknown,78790.69288415967,18438.743480382465,11080.802118349167,7716.212928840003,Saab,2019,0
241,66,TX,2000,921.0248232739614,0,MALE,PhD,Exec-managerial,other-relative,31728.898377590533,28634.140792834474,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,Unknown,2,3,Unknown,95807.92170781881,16486.60119859193,19602.980625078868,5367.229976783349,Saab,2020,1
242,54,TX,2000,810.4888676576402,1000000,FEMALE,PhD,Priv-house-serv,unmarried,48371.38323907132,25029.044472414935,Parked Car,Unknown,Total Loss,Police,19,2,YES,1,2,Unknown,16201.187264053748,23530.91836323498,17307.32723695138,2860.781001833176,Dodge,2010,0
243,66,CA,2000,1274.8589426689687,1000000,MALE,Masters,Handlers-cleaners,unmarried,29460.333294045606,42779.44470377817,Single Vehicle Collision,Front Collision,Total Loss,None,1,2,Unknown,2,0,Unknown,39517.92254905691,8076.995357229485,3781.5782685722065,1199.7389256042857,Mercedes,1995,0
244,73,IL,1000,508.25869874063125,0,MALE,High School,Other-service,other-relative,25870.507032428668,26534.759488176067,Vehicle Theft,Rear Collision,Trivial Damage,Police,10,1,YES,2,3,YES,84491.97577253474,19606.26440119602,7045.760789958015,35185.61052317444,Dodge,2002,0
245,34,IL,2000,511.496048973838,5000000,FEMALE,College,Exec-managerial,husband,2589.6070249485147,12761.621717214171,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,2,NO,1,0,YES,80783.70363025351,8729.265172465963,10233.66938142943,32458.909474232107,Ford,2022,0
246,66,FL,500,828.6032136527867,0,MALE,Masters,Exec-managerial,unmarried,28521.17446533321,33782.20319324442,Vehicle Theft,Front Collision,Total Loss,Ambulance,5,3,NO,1,1,Unknown,62667.172879719314,17602.578592383612,5864.502190905087,22928.944529768596,Audi,2015,0
247,19,TX,2000,555.0820437512317,0,MALE,PhD,Priv-house-serv,own-child,55396.994987827486,27128.772626779006,Vehicle Theft,Rear Collision,Minor Damage,Police,22,2,NO,1,1,YES,27302.170247668048,18150.929030556257,4504.015374900766,39949.5685542397,Mercedes,1996,0
248,19,IL,2000,662.038631196037,0,FEMALE,High School,Adm-clerical,unmarried,160.11875490288264,11652.231413343623,Vehicle Theft,Unknown,Total Loss,Fire,9,3,YES,0,3,YES,28761.51141975237,3655.173340634663,1745.9331039086112,38145.55685196482,Saab,2018,1
249,45,CA,2000,1008.2909740081275,1000000,FEMALE,JD,Exec-managerial,husband,28321.908380966743,28681.39289714539,Vehicle Theft,Rear Collision,Major Damage,Fire,21,1,NO,0,0,NO,12838.297965102183,16458.993320587982,26193.076968267902,26376.804343230902,BMW,1999,0
250,71,CA,500,1703.8785193697192,5000000,MALE,College,Adm-clerical,husband,88141.033232325,41076.778894484305,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,22,4,NO,1,0,YES,92224.44054169802,358.1489986254749,8668.30253894561,18850.69539809001,Dodge,2020,0
251,40,IL,1000,1358.0729650539513,0,FEMALE,PhD,Exec-managerial,wife,59364.858510736085,1428.5458862005219,Single Vehicle Collision,Unknown,Major Damage,None,16,3,YES,0,0,Unknown,17706.685706624812,15036.322541240745,8709.618118006985,6510.743286468619,Toyota,2009,0
252,54,TX,500,1269.0015889346246,1000000,FEMALE,Masters,Priv-house-serv,own-child,60786.28240809805,31542.551932255585,Parked Car,Unknown,Total Loss,None,21,4,Unknown,1,0,YES,57502.21681740069,20925.65665824225,6186.844122904663,20865.95530754692,BMW,2008,0
253,49,CA,1000,940.2332348121824,2000000,MALE,High School,Protective-serv,husband,40336.430502635325,17479.259789219603,Vehicle Theft,Unknown,Minor Damage,Ambulance,10,1,NO,0,1,YES,58642.96598972024,2184.9818696996613,14261.921155916489,6730.875078978327,Toyota,2020,0
254,50,FL,1000,1897.6305791492246,2000000,MALE,College,Priv-house-serv,other-relative,67647.2143492411,14633.572287971208,Vehicle Theft,Side Collision,Total Loss,Ambulance,18,3,Unknown,2,0,YES,37275.74139892925,28161.324492510816,15427.259037671172,16238.826517724467,Ford,2023,0
255,18,CA,2000,1095.5225618557874,0,FEMALE,High School,Priv-house-serv,own-child,18993.276623035916,19629.387518055562,Parked Car,Unknown,Major Damage,Fire,16,3,Unknown,0,1,YES,35575.58687004279,13762.665959683629,6248.4407587524,37734.60028309366,Saab,1997,0
256,36,NY,1000,630.6391501936572,2000000,FEMALE,JD,Protective-serv,own-child,81874.68103841916,17101.133212399083,Parked Car,Unknown,Minor Damage,Ambulance,23,2,NO,0,0,NO,67024.54764654883,28152.48826872186,18257.110135909516,14008.170078757677,Dodge,2001,0
257,19,NY,500,1425.5997741767019,5000000,FEMALE,Masters,Protective-serv,other-relative,11668.911993589982,41611.95533542208,Vehicle Theft,Side Collision,Total Loss,None,3,3,NO,2,0,Unknown,39135.62890587963,3221.952710733975,21689.998787812474,6535.097308916951,Dodge,1998,0
258,70,TX,500,670.7575902149022,2000000,MALE,High School,Other-service,unmarried,65600.13546531093,13739.890538395028,Parked Car,Rear Collision,Major Damage,Ambulance,23,1,YES,1,2,Unknown,25883.98163713107,28497.07783258604,11215.202578963557,23504.665867330477,Toyota,2005,0
259,61,IL,1000,1017.8347142025382,2000000,MALE,PhD,Exec-managerial,other-relative,34114.93258196831,36657.651155329266,Parked Car,Unknown,Total Loss,Police,13,4,YES,0,2,YES,40213.604388803076,3275.9129827604015,17563.55090572316,24293.384878035147,Dodge,2021,0
260,43,TX,2000,1261.1179080767133,5000000,MALE,Masters,Other-service,other-relative,74751.29705824768,4702.991011429436,Multi-vehicle Collision,Front Collision,Total Loss,None,19,3,NO,0,0,YES,80862.37672772183,13844.873953540082,15069.057154933389,8155.267577482676,Ford,2020,1
261,49,TX,2000,1811.3337870277637,0,MALE,PhD,Protective-serv,unmarried,54976.455126602,47569.81862422078,Parked Car,Unknown,Major Damage,Fire,3,1,Unknown,2,1,NO,96664.60628555296,28139.762001805968,5866.451950683065,8265.170209487429,Chevrolet,2006,0
262,23,TX,500,1240.3198705101781,0,MALE,High School,Adm-clerical,unmarried,45235.30384787162,31115.83186242759,Single Vehicle Collision,Unknown,Minor Damage,Fire,13,1,YES,2,0,YES,63777.047930157554,6981.246011666146,21900.329663237335,39587.216757330665,Chevrolet,2009,0
263,49,TX,2000,1553.3881490474964,5000000,MALE,Masters,Adm-clerical,unmarried,16942.2402093247,35335.928852228004,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,3,3,YES,2,2,NO,78319.07193566859,1043.5494257620214,24043.59083472142,10109.602378057374,Toyota,2000,0
264,72,FL,1000,1989.2252584986056,5000000,MALE,PhD,Priv-house-serv,unmarried,63682.146428435284,14901.96660472255,Single Vehicle Collision,Front Collision,Total Loss,None,5,2,NO,2,0,Unknown,53516.07370060471,23793.320250846627,19463.793467615025,33608.58537395157,Saab,2020,0
265,21,FL,1000,697.2336798469724,5000000,FEMALE,JD,Handlers-cleaners,unmarried,97476.98434204131,20604.828435405732,Vehicle Theft,Rear Collision,Total Loss,Fire,8,3,NO,1,2,Unknown,62669.90263829706,17876.509130070295,9716.88083313154,19077.79110906619,Toyota,2018,1
266,72,CA,500,912.0972882792793,2000000,FEMALE,JD,Priv-house-serv,other-relative,82560.3424907015,11188.919313548811,Single Vehicle Collision,Rear Collision,Major Damage,Fire,20,3,NO,0,0,NO,98814.6223452877,15417.63578704322,27803.774832279036,17682.074937052756,Volkswagen,1995,0
267,28,NY,1000,1091.8641133964697,5000000,MALE,High School,Priv-house-serv,wife,6000.81925890118,46626.8042901112,Multi-vehicle Collision,Front Collision,Minor Damage,None,11,2,NO,0,3,Unknown,44122.67703784019,1030.3015305965512,13660.751639853728,12151.01543846822,Dodge,2012,0
268,73,TX,500,1132.742267808247,1000000,MALE,Masters,Handlers-cleaners,wife,37622.937836119105,24405.222355068883,Single Vehicle Collision,Unknown,Minor Damage,None,7,1,YES,0,0,YES,7092.342346942894,19596.938064205355,7976.354561552936,31066.118977247064,Dodge,2008,0
269,34,CA,1000,1116.5316128983186,2000000,MALE,College,Exec-managerial,husband,92558.30091902718,31522.4057828995,Vehicle Theft,Side Collision,Minor Damage,Fire,23,3,YES,0,1,YES,95722.18832302578,5148.700556536944,12247.038624658695,35286.10469844141,Chevrolet,2023,0
270,55,NY,500,1861.4165038348324,0,FEMALE,Masters,Protective-serv,wife,50304.37475570214,36713.60152653577,Multi-vehicle Collision,Front Collision,Trivial Damage,Ambulance,3,2,YES,1,2,NO,79409.64122990299,27935.90040614086,20762.252757246293,10814.534731583672,BMW,2018,0
271,41,IL,2000,1571.0489667002846,0,MALE,JD,Adm-clerical,wife,66211.18258081791,18555.30455497695,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,4,4,Unknown,0,3,Unknown,40131.88160242535,20571.80853227046,25377.953569777477,4256.318439290002,Toyota,2001,1
272,22,FL,1000,1411.8578211360555,0,FEMALE,PhD,Priv-house-serv,other-relative,91259.93455913904,36005.08272695706,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,5,4,YES,1,2,Unknown,98248.3078354655,21211.016641015096,10697.264978486177,5908.322338981589,Saab,2004,1
273,69,NY,1000,964.059076794173,2000000,FEMALE,College,Handlers-cleaners,unmarried,87379.46904198806,33799.62448781701,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,2,YES,1,2,NO,34880.8071596883,6977.408178338414,6978.733380281241,31815.739623266643,Chevrolet,2003,0
274,51,IL,500,1735.685576331942,1000000,FEMALE,High School,Other-service,unmarried,50182.037554051094,35282.96669369733,Vehicle Theft,Front Collision,Minor Damage,None,18,1,NO,2,1,NO,37525.959502798854,26422.61514170155,18794.793955056146,17715.16299712522,Toyota,1996,0
275,23,NY,500,1932.5907672274834,5000000,FEMALE,College,Priv-house-serv,other-relative,43764.63026576021,24461.495010230643,Vehicle Theft,Side Collision,Total Loss,Fire,7,2,YES,2,0,Unknown,61168.269642397114,16131.97712349603,27636.453003188566,5710.629007223555,Mercedes,2002,0
276,39,FL,1000,1731.7974238253398,5000000,FEMALE,High School,Adm-clerical,wife,33969.26184795871,19146.869114580855,Multi-vehicle Collision,Unknown,Minor Damage,Police,8,1,YES,0,1,NO,27797.56492245799,25712.525334426915,5498.800906782648,13941.384153575169,Saab,2016,0
277,28,FL,500,502.34765778720936,0,MALE,College,Protective-serv,other-relative,71901.94431628911,11104.109410449491,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,14,4,YES,1,0,YES,70007.86277050791,8128.42424496828,24090.581468980996,20812.301572695593,Saab,1995,1
278,65,CA,1000,1454.6020552751106,0,MALE,High School,Priv-house-serv,husband,28698.679947154327,41231.31764004465,Vehicle Theft,Unknown,Total Loss,Police,3,3,NO,2,3,Unknown,15708.605243075339,22663.85139294738,14298.215444624524,34156.041511877826,BMW,2014,0
279,33,TX,2000,576.7030721631511,2000000,FEMALE,High School,Priv-house-serv,unmarried,24988.760643090012,30417.502326583934,Multi-vehicle Collision,Side Collision,Major Damage,Fire,8,2,YES,1,1,NO,11248.519276136274,17237.007109801423,23985.37511886275,25848.858541894413,Ford,1996,0
280,50,NY,500,886.4108305005827,1000000,MALE,College,Exec-managerial,own-child,35624.98946037801,22217.609804874748,Parked Car,Unknown,Total Loss,Fire,6,4,YES,2,1,NO,53720.361752633486,1452.5791743174489,15166.234493198726,7453.295642660029,Saab,2001,0
281,26,NY,1000,589.2870505216575,5000000,FEMALE,College,Handlers-cleaners,husband,17721.505687879202,47199.79533553057,Parked Car,Rear Collision,Total Loss,None,7,3,Unknown,1,2,NO,55771.62139824291,12160.269713198608,11319.833229066578,6768.757138154289,Dodge,2019,0
282,23,IL,2000,1405.6931794240816,2000000,FEMALE,High School,Other-service,husband,69511.98159457673,2391.9406253519405,Vehicle Theft,Side Collision,Minor Damage,Ambulance,14,4,Unknown,0,1,Unknown,11112.179428154217,5517.313953703946,20902.230006289523,16787.201517516238,Toyota,2010,0
283,33,FL,2000,1529.8848702389103,5000000,MALE,JD,Other-service,other-relative,61624.06493306123,42508.597260252376,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,18,2,Unknown,0,0,YES,96435.53798254953,10775.207636362682,27018.81883784692,3470.1174842193773,Audi,2016,0
284,46,NY,1000,671.7314570988576,0,MALE,College,Protective-serv,wife,48287.85341158436,49879.12964729862,Parked Car,Unknown,Major Damage,Police,14,2,Unknown,1,1,YES,57542.022431904836,11500.549027956673,9607.551911105433,30345.299213712984,Audi,1998,0
285,20,FL,500,1075.7583245674691,5000000,MALE,Masters,Adm-clerical,unmarried,39032.57792615546,44347.105544143364,Parked Car,Rear Collision,Minor Damage,Ambulance,4,3,NO,2,1,Unknown,15527.981753444146,14247.850590851544,13822.444049831156,16357.425901998997,BMW,2015,0
286,37,NY,1000,1184.354763433313,1000000,MALE,PhD,Protective-serv,own-child,90906.25428967315,40521.82928078126,Parked Car,Front Collision,Trivial Damage,Police,18,2,Unknown,2,3,NO,31488.531171063754,18008.713281853892,6882.018800895675,14049.439024864916,Dodge,2021,0
287,53,CA,2000,1053.579532641375,1000000,MALE,High School,Priv-house-serv,husband,2912.3784989105284,18715.29967031623,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,6,4,YES,0,0,Unknown,80123.30428634968,17129.329574945976,5502.283908520523,20609.779129461716,Saab,2011,0
288,36,TX,1000,681.5375007277896,0,FEMALE,High School,Priv-house-serv,own-child,76910.77435072992,11565.709113114675,Single Vehicle Collision,Side Collision,Minor Damage,Fire,5,3,Unknown,0,2,Unknown,52561.53702262042,1169.7421411498522,23336.704271765255,28503.793748632484,Dodge,2023,0
289,43,NY,500,1128.4216852812133,1000000,MALE,PhD,Other-service,wife,90190.95717488887,36742.526024980056,Vehicle Theft,Side Collision,Minor Damage,Fire,18,3,NO,0,0,NO,19220.760680382282,22520.676554661655,6019.923500653273,22989.20430747556,Mercedes,1998,0
290,20,FL,2000,1626.7670717126273,1000000,MALE,JD,Adm-clerical,wife,44635.457942992594,15228.76831442842,Vehicle Theft,Unknown,Trivial Damage,Fire,16,4,Unknown,2,3,Unknown,10733.472720149573,28475.516534183047,23799.545140033497,32194.90987801849,Ford,2023,0
291,36,CA,1000,606.5114967998832,2000000,MALE,PhD,Handlers-cleaners,own-child,55069.049147064674,8801.984107748534,Parked Car,Rear Collision,Total Loss,Fire,9,1,Unknown,2,0,YES,43362.054017629736,10460.438669549,12876.511555207935,25359.821272869638,Volkswagen,2020,1
292,37,NY,500,620.2700211228552,5000000,FEMALE,College,Adm-clerical,unmarried,94446.36878820379,39326.29435517956,Single Vehicle Collision,Rear Collision,Major Damage,Police,18,3,NO,0,0,Unknown,34072.763514300204,5392.407040147757,29851.461702231474,31624.82556262642,Ford,1997,0
293,49,IL,2000,1032.1569377539763,0,MALE,PhD,Priv-house-serv,wife,21227.751528551442,15627.18261183611,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,10,1,NO,1,1,NO,65763.77657195636,16200.046893461558,5920.242545738678,28022.89980580466,Saab,2003,0
294,24,TX,500,1912.5885674283875,0,FEMALE,High School,Handlers-cleaners,own-child,52013.48477846849,45722.086474366915,Parked Car,Side Collision,Total Loss,Police,14,4,NO,2,1,Unknown,92562.07520164095,21147.387847324324,2789.3397753847803,8128.352190417591,Dodge,2016,1
295,69,NY,2000,1502.858970084371,0,MALE,PhD,Adm-clerical,husband,47472.11271282129,42031.63224095626,Vehicle Theft,Unknown,Total Loss,Fire,9,4,NO,0,0,YES,25149.1634345288,20367.146835829895,2262.9920881048683,2568.000782339051,Ford,2009,0
296,58,CA,1000,1518.004935008847,0,MALE,Masters,Adm-clerical,own-child,25839.26478703701,42382.016475462755,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,3,NO,1,0,Unknown,85595.77636164309,18363.287325025747,25062.540141726022,36184.17361988357,Toyota,2014,0
297,50,IL,500,1042.8799862567976,0,FEMALE,College,Handlers-cleaners,own-child,81859.3230373108,38578.48630279131,Vehicle Theft,Rear Collision,Minor Damage,Police,22,2,NO,2,2,Unknown,92085.96685529745,4386.967563846257,13133.2893317503,37853.418532592324,Ford,1997,0
298,57,CA,2000,1390.4911868128077,1000000,MALE,PhD,Priv-house-serv,other-relative,89960.05947632359,44044.07118873683,Vehicle Theft,Front Collision,Minor Damage,Police,2,3,YES,1,3,Unknown,90249.25864725519,25104.74683208995,93.7304894211488,29213.825716943153,Ford,2006,0
299,56,CA,500,515.1967760416151,2000000,MALE,High School,Adm-clerical,wife,78193.25797882088,40287.34460890601,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,2,Unknown,1,1,Unknown,95231.69432957082,12768.646872564459,26243.140875100078,29106.129996489984,Toyota,2009,0
300,35,IL,500,1454.1440696143131,0,FEMALE,College,Handlers-cleaners,unmarried,19535.896084860837,30125.568178736434,Parked Car,Unknown,Major Damage,Police,17,1,Unknown,2,1,NO,84289.80790186289,6644.0574909561,26307.630207309136,11170.809679517326,Volkswagen,2023,0
301,57,CA,1000,1869.9304213643552,2000000,MALE,High School,Exec-managerial,unmarried,8674.863550138156,14791.135929093158,Single Vehicle Collision,Front Collision,Total Loss,Police,10,2,NO,0,1,YES,59551.85753696868,2587.9842318928945,24192.50022056373,21926.447500832397,Volkswagen,2014,0
302,18,IL,500,1418.8602025172288,2000000,FEMALE,JD,Exec-managerial,other-relative,60544.44853053423,44410.45966070745,Parked Car,Front Collision,Total Loss,Fire,19,3,NO,1,1,YES,41279.68682166907,12501.573449191472,7449.554490745275,39693.46671633203,Toyota,2002,0
303,28,NY,2000,1810.5478901995175,1000000,FEMALE,Masters,Priv-house-serv,unmarried,5709.476050988394,42030.181138659595,Vehicle Theft,Front Collision,Total Loss,Police,21,2,YES,0,0,YES,49422.93471036024,18539.19140541922,11182.581602015192,34317.67212376577,Dodge,2006,0
304,45,IL,2000,1585.9595831991408,0,FEMALE,JD,Handlers-cleaners,own-child,67282.58885580843,23643.966110527253,Single Vehicle Collision,Side Collision,Trivial Damage,Police,17,4,YES,2,0,Unknown,87324.91140031973,19961.33127454523,22347.786755864512,12523.576925803867,Mercedes,2015,0
305,74,IL,2000,680.8376246055354,1000000,FEMALE,Masters,Exec-managerial,other-relative,53042.422032724266,1953.9343000977594,Multi-vehicle Collision,Front Collision,Major Damage,None,14,1,NO,1,2,YES,30489.138553009652,28882.1073419177,14680.593762227558,12391.31169506667,Saab,2007,0
306,42,TX,2000,1853.6799609287625,0,FEMALE,PhD,Handlers-cleaners,husband,66278.57327436635,31927.18637009567,Parked Car,Rear Collision,Major Damage,Ambulance,6,4,YES,1,1,NO,16346.538586938892,4594.442509912723,4614.797301706574,19601.303000348336,BMW,2009,0
307,67,IL,1000,599.6657665336623,1000000,MALE,College,Adm-clerical,wife,59017.0773649744,2529.8426838290866,Multi-vehicle Collision,Side Collision,Minor Damage,None,9,4,YES,1,1,Unknown,14511.51220431262,29573.209955926563,7283.947935830171,16481.647313627487,Audi,2005,0
308,40,IL,500,1300.9512088216457,2000000,MALE,PhD,Priv-house-serv,wife,42270.256952717275,46313.99809242036,Parked Car,Side Collision,Minor Damage,Fire,20,4,NO,1,0,Unknown,82785.96368554754,19640.27641716684,29177.68610254672,15160.545328066899,Dodge,2011,0
309,48,NY,1000,713.2056856901866,0,MALE,Masters,Exec-managerial,wife,20087.718014022827,48081.56283126535,Single Vehicle Collision,Side Collision,Trivial Damage,Ambulance,22,4,NO,1,2,YES,76267.82578984472,13626.871731216044,4530.393522813187,25265.39039784108,Ford,2015,0
310,47,TX,500,517.5599160963561,5000000,FEMALE,Masters,Adm-clerical,own-child,30570.213581048854,9474.50729498021,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,19,2,NO,2,0,Unknown,50015.71143411098,26645.82677544478,21782.422700345654,953.9525505247336,Audi,2018,0
311,59,FL,500,1133.0513901914585,2000000,FEMALE,Masters,Protective-serv,husband,52450.05742189765,33819.468902745495,Single Vehicle Collision,Side Collision,Minor Damage,None,9,4,NO,1,1,Unknown,27849.707095169237,20834.392258601783,14340.549199786168,30651.915623314435,Audi,2021,0
312,52,NY,500,942.5610614812344,5000000,FEMALE,High School,Protective-serv,other-relative,65186.80936476059,4613.450228138138,Parked Car,Side Collision,Total Loss,Ambulance,12,2,Unknown,2,1,YES,67922.51096648983,10461.516445710457,22458.049786564792,29732.093368693506,Toyota,2006,0
313,24,NY,1000,1229.0007406964046,2000000,FEMALE,College,Priv-house-serv,other-relative,77948.30168845285,36475.84642865611,Parked Car,Side Collision,Trivial Damage,None,14,4,Unknown,0,3,NO,4324.093194530746,26522.57089729385,19833.39723433179,33297.8643834907,Chevrolet,2014,0
314,33,FL,500,1365.799830101826,1000000,MALE,PhD,Exec-managerial,wife,76717.07184490608,17364.38330763373,Parked Car,Front Collision,Total Loss,Police,22,3,NO,2,3,NO,57038.667658832805,19998.463704586044,13175.01571662978,33737.30159561913,Mercedes,2012,0
315,43,IL,1000,565.608608463421,0,MALE,PhD,Exec-managerial,husband,97268.87432610853,34052.50558652226,Parked Car,Unknown,Total Loss,None,17,4,YES,1,3,YES,40143.304289576634,20965.120673826583,10617.324740492013,22872.787943038504,Mercedes,2023,0
316,65,CA,2000,684.5049426856185,2000000,FEMALE,JD,Exec-managerial,husband,28584.144866340943,18643.825460108892,Vehicle Theft,Rear Collision,Major Damage,Ambulance,22,3,NO,0,2,NO,97797.03356429086,26891.696642580784,22630.777630683766,31312.92045711998,Chevrolet,2010,1
317,74,TX,2000,1337.963594675638,1000000,FEMALE,Masters,Handlers-cleaners,husband,7111.070821343679,7278.375491661787,Parked Car,Rear Collision,Total Loss,Ambulance,3,2,Unknown,2,0,NO,51002.24478649734,13452.486239071657,9694.236187794793,19949.60745648051,Saab,1997,1
